sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,StateofUtah_Choice1,StateofUtah_Choice2,StateofUtah_Choice3,StateofUtah_Choice4,StateofUtah_Choice5,StateofUtah_Choice6,StateofUtah_Choice7,StateofUtah_Choice8,StateofUtah_Choice9,StateofUtah_Choice10,StateofUtah_Choice11,StateofUtah_Choice12,StateofUtah_Choice13,StateofUtah_Choice14,StateofUtah_Choice15,WorkplacePerks_1,WorkplacePerks_2,WorkplacePerks_3,WorkplacePerks_4,WorkplacePerks_5,Zip,Gender,Dependents,Education,Age,workExperience,effectivelyServes,employmentOpportunities,benefits,StateofUtah_Fit,Salary_10% below industry average_Rescaled_Utility,Salary_Industry average_Rescaled_Utility,Salary_10% above industry average_Rescaled_Utility,Flexability_100% on-site hours 0% work at home_Rescaled_Utility,Flexability_75% on-site hours 25% work at home_Rescaled_Utility,Flexability_50% on-site hours 50% work at home_Rescaled_Utility,Flexability_25% on-site hours 75% work at home_Rescaled_Utility,Core_Health Care_Rescaled_Utility,Core_Company Retirement Plan_Rescaled_Utility,Core_Personal sick/vacation leave_Rescaled_Utility,Perks_Childcare credit_Rescaled_Utility,Perks_Tuition assistance_Rescaled_Utility,Perks_Paid parental/family leave_Rescaled_Utility,Perks_Paid professional develop_Rescaled_Utility,Stability_High Stability_Rescaled_Utility,Stability_Low Stability_Rescaled_Utility,Growth_High Growth_Rescaled_Utility,Growth_Low Growth_Rescaled_Utility,Salary_Importance,Flexability_Importance,Core_Importance,Perks_Importance,Stability_Importance,Growth_Importance
303,11 Feb 2020 - 17:35:06 MST,11 Feb 2020 - 17:35:06 MST,0h 0m 0s,0h 0m 0s,1581467706,1581467706,1,2,,Text1,1,,Safari 604.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,11 Feb 2020 - 17:39:45 MST,11 Feb 2020 - 18:26:42 MST,0h 46m 57s,0h 46m 55s,1581467985,1581470802,1,5,,Terminate1,1,,Safari 604.1,,414,,2,2,3,3,1,3,3,1,1,3,1,2,3,2,2,4,3,1,2,,84065,1,2,4,1,1,2,1,1,0.355981366,-52.08199718,21.17793629,30.90406089,-51.1408795,-11.19237886,24.73636385,37.59689451,-37.21541957,66.12843861,-28.91301904,-84.91298844,179.9939946,-54.98769755,-40.09330858,26.34909009,-26.34909009,3.663573279,-3.663573279,0.138310097,0.14789629,0.172239764,0.441511638,0.0878303,0.012211911
305,11 Feb 2020 - 17:41:18 MST,11 Feb 2020 - 17:41:28 MST,0h 0m 10s,0h 0m 8s,1581468078,1581468088,1,2,,StateofUtah_Choice1,1,,Safari 604.1,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,11 Feb 2020 - 17:42:03 MST,11 Feb 2020 - 17:42:17 MST,0h 0m 14s,0h 0m 13s,1581468123,1581468137,1,2,,StateofUtah_Choice1,1,,Safari 604.1,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,11 Feb 2020 - 17:44:33 MST,11 Feb 2020 - 17:46:35 MST,0h 2m 2s,0h 5m 32s,1581468273,1581468395,1,2,,StateofUtah_Choice1,1,,[FBAN FBIOS;FBDV,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,11 Feb 2020 - 17:50:50 MST,11 Feb 2020 - 17:50:50 MST,0h 0m 0s,0h 0m 0s,1581468650,1581468650,1,2,,Text1,1,,Mobile 15E148,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,11 Feb 2020 - 17:52:23 MST,11 Feb 2020 - 17:57:01 MST,0h 4m 38s,0h 4m 37s,1581468743,1581469021,1,5,,Terminate1,1,,[FBAN FBIOS;FBDV,,375,,3,1,1,2,2,3,2,2,1,2,3,2,2,3,2,3,4,2,1,,84119,2,1,3,1,3,2,1,2,0.55282196,7.944330344,-40.17106018,32.22672984,29.53671782,13.64076124,-50.49210786,7.3146288,10.50106257,-7.639196692,-2.861865882,-46.02714745,-7.43901925,39.76067712,13.70548958,64.80503712,-64.80503712,107.0176131,-107.0176131,0.120662983,0.133381376,0.030233765,0.142979708,0.21601679,0.356725377
310,11 Feb 2020 - 17:53:45 MST,11 Feb 2020 - 17:54:50 MST,0h 1m 5s,0h 1m 3s,1581468825,1581468890,1,2,,StateofUtah_Choice2,1,Android 9,Chrome 80.0.3987.87,,360,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,11 Feb 2020 - 18:06:33 MST,11 Feb 2020 - 18:15:23 MST,0h 8m 50s,0h 8m 46s,1581469593,1581470123,1,5,,Terminate1,1,,[FBAN FBIOS;FBDV,,375,,3,2,1,2,2,1,1,2,3,2,3,1,1,1,2,3,1,2,4,,84121,2,2,3,1,1,1,2,2,0.46898715,-80.71586319,0.105328096,80.61053509,-18.59732232,74.94294905,-3.973364902,-52.37226182,-0.733506358,-80.80650884,81.54001519,2.739447014,23.37396164,-18.92036629,-7.193042361,47.16511103,-47.16511103,-6.193658411,6.193658411,0.26887733,0.212192018,0.27057754,0.070490547,0.157217037,0.020645528
312,11 Feb 2020 - 18:33:12 MST,11 Feb 2020 - 18:33:12 MST,0h 0m 0s,0h 0m 0s,1581471192,1581471192,1,2,,Text1,1,Mac OS X 10.11.1,Safari 9.0.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,11 Feb 2020 - 18:33:53 MST,11 Feb 2020 - 18:40:27 MST,0h 6m 34s,0h 6m 33s,1581471233,1581471627,1,5,,Terminate1,1,,Safari 604.1,,414,,2,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,4,1,,43235,1,2,5,3,3,3,1,2,0.388164539,-10.51285419,-31.70570259,42.21855679,-9.060193189,7.358283715,16.71359257,-15.0116831,-15.04667843,2.47680122,12.56987721,-26.74805041,-113.2887305,45.77900324,94.25777762,53.78896428,-53.78896428,75.80473634,-75.80473634,0.123207099,0.052875459,0.046027593,0.345910847,0.179296548,0.252682454
314,11 Feb 2020 - 18:36:26 MST,11 Feb 2020 - 18:44:13 MST,0h 7m 47s,0h 7m 43s,1581471386,1581471853,1,5,,Terminate1,1,,Snapchat 10.75.0.67,,414,,3,3,2,1,3,2,2,3,3,1,1,1,3,3,1,3,1,4,2,,84121,2,2,5,1,2,3,1,1,0.513663714,-71.19786785,72.77668427,-1.578816416,-50.1927965,19.54539216,39.01245066,-8.365046326,33.18629771,-28.07897876,-5.107318954,-48.77853056,42.25495854,1.583950834,4.939621188,47.52051487,-47.52051487,59.74020272,-59.74020272,0.239957587,0.148675412,0.102108794,0.151722482,0.158401716,0.199134009
315,11 Feb 2020 - 18:44:13 MST,11 Feb 2020 - 18:44:42 MST,0h 0m 29s,0h 0m 28s,1581471853,1581471882,1,2,,StateofUtah_Choice2,1,Windows 10.0,Chrome 79.0.3945.130,,1850,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,11 Feb 2020 - 18:46:34 MST,11 Feb 2020 - 18:53:10 MST,0h 6m 36s,0h 7m 19s,1581471994,1581472390,1,5,,Terminate1,1,,Safari 604.1,,414,,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,,60616,2,2,5,5,3,1,1,1,0.083757642,34.35846859,-81.51398134,47.15551275,1.106741692,-131.1537802,47.46678901,82.58024951,-1.770614418,-20.58955197,22.36016638,-56.79193347,22.25243985,41.79382097,-7.254327351,-49.42135948,49.42135948,8.609142216,-8.609142216,0.214449157,0.356223383,0.071582864,0.164309591,0.164737865,0.028697141
317,11 Feb 2020 - 18:49:20 MST,11 Feb 2020 - 18:49:20 MST,0h 0m 0s,0h 0m 0s,1581472160,1581472160,1,2,,Text1,1,,facebookexternalhit 1.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,11 Feb 2020 - 18:51:12 MST,11 Feb 2020 - 18:57:17 MST,0h 6m 5s,0h 6m 3s,1581472272,1581472637,1,5,,Terminate1,1,,Mobile 15E148,,375,,1,1,3,2,3,3,2,3,2,2,2,1,1,3,3,3,4,2,1,,84102,2,2,4,1,2,3,1,2,0.444264177,-22.12785118,-37.67332288,59.80117406,-93.42400137,144.6362598,-105.8192355,54.60697709,-32.55336889,14.90402364,17.64934524,47.61147103,-44.16843359,-42.20268162,38.75964418,31.35728275,-31.35728275,23.68641177,-23.68641177,0.162457495,0.417425825,0.08367119,0.152966508,0.104524276,0.078954706
319,11 Feb 2020 - 18:52:13 MST,11 Feb 2020 - 18:52:28 MST,0h 0m 15s,0h 0m 14s,1581472333,1581472348,1,2,,StateofUtah_Choice1,1,,Snapchat 10.75.0.67,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,11 Feb 2020 - 18:53:49 MST,11 Feb 2020 - 18:54:04 MST,0h 0m 15s,0h 0m 14s,1581472429,1581472444,1,2,,StateofUtah_Choice1,1,,Snapchat 10.75.0.67,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,11 Feb 2020 - 18:54:20 MST,11 Feb 2020 - 18:59:59 MST,0h 5m 39s,0h 5m 34s,1581472460,1581472799,1,5,,Terminate1,1,,Snapchat 10.75.0.67,,414,,2,3,2,2,2,3,1,3,3,1,2,3,3,3,3,4,2,3,1,,84102,1,2,3,1,1,1,1,2,0.639023846,-77.17066244,17.05242672,60.11823573,-40.50876562,-8.667697893,0.907545087,48.26891843,16.39426208,-10.2299694,-6.164292684,4.857794615,-38.97734133,-25.20815433,59.32770104,94.71451854,-94.71451854,29.78755343,-29.78755343,0.22881483,0.147962807,0.044373719,0.163841737,0.315715062,0.099291845
322,11 Feb 2020 - 18:56:22 MST,11 Feb 2020 - 19:01:59 MST,0h 5m 37s,0h 5m 36s,1581472582,1581472919,1,5,,Terminate1,1,,Safari 604.1,,375,,3,3,1,3,1,3,3,1,3,3,3,3,1,2,1,1,4,2,3,,33325,2,2,2,4,1,3,2,2,0.240179034,-65.65986946,43.92290948,21.73695998,39.07917457,-12.50958111,-72.42990788,45.86031442,-35.69686603,-37.95773668,73.65460271,-14.88014107,3.70772878,35.65643796,-24.48402567,45.00056893,-45.00056893,-55.18652894,55.18652894,0.182637965,0.19715037,0.186020566,0.100234106,0.150001896,0.183955096
323,11 Feb 2020 - 19:00:34 MST,11 Feb 2020 - 19:04:50 MST,0h 4m 16s,0h 4m 19s,1581472834,1581473090,1,5,,Terminate1,1,,Mobile 15E148,,375,,3,2,2,3,3,3,1,2,3,2,2,2,3,3,3,4,3,1,2,,84081,2,2,5,1,1,2,2,2,0.42625252,-140.2393662,-41.54845975,181.787826,17.84408984,-76.24275547,50.29161687,8.107048755,-12.39740109,37.97213218,-25.57473109,-13.09967893,2.909381438,-12.8218363,23.0121338,22.58179216,-22.58179216,-3.308087564,3.308087564,0.536711987,0.210890621,0.105911439,0.060186355,0.075272641,0.011026959
324,11 Feb 2020 - 19:08:22 MST,11 Feb 2020 - 19:08:32 MST,0h 0m 10s,0h 0m 9s,1581473302,1581473312,1,2,,StateofUtah_Choice2,1,,Safari 604.1,,414,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,11 Feb 2020 - 19:18:43 MST,11 Feb 2020 - 19:26:45 MST,0h 8m 2s,0h 7m 56s,1581473923,1581474405,1,5,,Terminate1,1,,Safari 604.1,,320,,1,2,2,3,1,3,3,2,3,1,3,1,1,2,1,3,2,4,1,,0,1,2,3,1,1,1,2,2,0.559992569,-76.58974008,23.85105375,52.73868633,-1.299352561,25.83066382,-12.79066467,-11.74064658,-3.261812302,17.629994,-14.3681817,-20.46659836,-18.19991852,-25.27689377,63.94341065,36.64985335,-36.64985335,118.7660291,-118.7660291,0.215547377,0.064368881,0.053330293,0.148700507,0.122166178,0.395886764
326,11 Feb 2020 - 19:19:04 MST,11 Feb 2020 - 19:21:49 MST,0h 2m 45s,0h 2m 44s,1581473944,1581474109,1,2,,StateofUtah_Choice2,1,,Safari 604.1,,375,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,11 Feb 2020 - 19:35:22 MST,11 Feb 2020 - 19:35:22 MST,0h 0m 0s,0h 0m 0s,1581474922,1581474922,1,2,,Text1,1,,[FBAN FBIOS;FBDV,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,11 Feb 2020 - 19:48:15 MST,11 Feb 2020 - 19:48:59 MST,0h 0m 44s,0h 0m 43s,1581475695,1581475739,1,2,,StateofUtah_Choice2,1,Android 10,Chrome 80.0.3987.87,,412,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,11 Feb 2020 - 19:48:17 MST,11 Feb 2020 - 20:03:36 MST,0h 15m 19s,0h 15m 16s,1581475697,1581476616,1,5,,Terminate1,1,,Mobile 15E148,,375,,2,2,1,2,3,2,3,3,1,1,1,2,1,1,2,4,1,3,2,,84010,2,2,3,5,3,3,2,1,0.562737634,-68.36458994,40.31243117,28.05215876,34.26164913,-1.883206944,-34.57847736,2.200035175,77.1228346,-48.01179301,-29.11104159,-74.30012193,12.56136535,52.14009067,9.598665903,57.44915081,-57.44915081,28.00485529,-28.00485529,0.181128369,0.114733544,0.208557713,0.210733688,0.191497169,0.093349518
330,11 Feb 2020 - 19:55:19 MST,11 Feb 2020 - 19:55:33 MST,0h 0m 14s,0h 0m 13s,1581476119,1581476133,1,2,,StateofUtah_Choice1,1,Android 10,Chrome 80.0.3987.87,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,11 Feb 2020 - 19:58:05 MST,11 Feb 2020 - 19:58:23 MST,0h 0m 18s,0h 0m 17s,1581476285,1581476303,1,2,,StateofUtah_Choice1,1,,Mobile 15E148,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,11 Feb 2020 - 20:04:29 MST,11 Feb 2020 - 20:05:38 MST,0h 1m 9s,0h 1m 8s,1581476669,1581476738,1,2,,StateofUtah_Choice2,1,,[FBAN FBIOS;FBDV,,414,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,11 Feb 2020 - 20:09:12 MST,11 Feb 2020 - 20:36:31 MST,0h 27m 19s,0h 27m 14s,1581476952,1581478591,1,5,,Terminate1,1,,Mobile 15E148,,375,,3,3,2,1,2,2,3,2,2,2,2,3,2,1,1,2,1,4,3,,84121,1,2,4,1,2,2,1,1,0.527151883,-67.3865393,28.20112109,39.1854182,24.09190015,-46.15709657,20.31396571,1.75123071,1.680439811,32.65506802,-34.33550783,24.88134585,-10.45381938,62.41131517,-76.83884164,39.20321018,-39.20321018,69.26594639,-69.26594639,0.177619929,0.117081661,0.11165096,0.232083595,0.130677367,0.230886488
334,11 Feb 2020 - 20:23:59 MST,11 Feb 2020 - 20:29:55 MST,0h 5m 56s,0h 5m 54s,1581477839,1581478195,1,5,,Terminate1,1,Windows 10.0,Chrome 79.0.3945.130,,1920,,1,2,3,2,2,1,1,1,2,2,3,3,2,2,3,3,1,4,2,,84020,2,1,6,5,3,1,1,1,0.48217004,-50.64643651,11.9641672,38.68226931,-140.9855842,-84.02811296,74.91199505,150.1017021,21.54177282,-1.565918368,-19.97585446,-6.476491735,-2.966221522,-1.369186883,10.81190014,63.20332796,-63.20332796,-17.18566644,17.18566644,0.148881176,0.485145477,0.069196045,0.028813986,0.21067776,0.057285555
335,11 Feb 2020 - 20:30:15 MST,11 Feb 2020 - 20:30:15 MST,0h 0m 0s,0h 0m 0s,1581478215,1581478215,1,2,,Text1,1,,Snapchat 10.75.0.67,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,11 Feb 2020 - 20:53:52 MST,11 Feb 2020 - 20:55:47 MST,0h 1m 55s,0h 1m 54s,1581479632,1581479747,1,2,,StateofUtah_Choice6,1,,[FBAN FBIOS;FBDV,,375,,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,11 Feb 2020 - 20:54:03 MST,11 Feb 2020 - 20:54:15 MST,0h 0m 12s,0h 0m 11s,1581479643,1581479655,1,2,,StateofUtah_Choice1,1,,[FBAN FBIOS;FBDV,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,11 Feb 2020 - 21:07:26 MST,11 Feb 2020 - 21:11:33 MST,0h 4m 7s,0h 4m 5s,1581480446,1581480693,1,5,,Terminate1,1,,Mobile 15E148,,414,,1,3,3,1,3,2,3,1,1,3,3,3,3,3,1,4,3,1,2,,84103,1,2,5,1,1,2,1,2,0.514214276,-82.25420175,-1.116065571,83.37026732,16.49804133,15.27482763,-28.86364839,-2.909220571,-23.23653468,22.37635898,0.860175704,7.052907624,-18.54727607,-18.07000347,29.56437192,7.881584864,-7.881584864,139.7630649,-139.7630649,0.276040782,0.075602816,0.076021489,0.08018608,0.02627195,0.465876883
339,11 Feb 2020 - 21:11:38 MST,11 Feb 2020 - 21:11:39 MST,0h 0m 1s,0h 0m 0s,1581480698,1581480699,1,2,,Text1,1,,facebookexternalhit 1.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,11 Feb 2020 - 21:12:33 MST,11 Feb 2020 - 21:12:33 MST,0h 0m 0s,0h 0m 0s,1581480753,1581480753,1,2,,Text1,1,,Mobile 15E148,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,11 Feb 2020 - 21:31:59 MST,11 Feb 2020 - 21:31:59 MST,0h 0m 0s,0h 0m 0s,1581481919,1581481919,1,2,,Text1,1,,facebookexternalhit 1.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,11 Feb 2020 - 21:31:59 MST,11 Feb 2020 - 21:31:59 MST,0h 0m 0s,0h 0m 0s,1581481919,1581481919,1,2,,Text1,1,,facebookexternalhit 1.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,11 Feb 2020 - 21:36:14 MST,11 Feb 2020 - 21:46:27 MST,0h 10m 13s,0h 10m 11s,1581482174,1581482787,1,5,,Terminate1,1,,Mobile 15E148,,375,,1,1,2,3,1,3,3,3,3,1,1,1,2,2,2,4,2,1,3,,6019,2,1,5,4,3,2,2,2,0.581542562,-49.48907585,-3.862282526,53.35135837,-62.8326185,40.45591045,6.672531073,15.70417698,23.46578093,4.54726699,-28.01304793,-27.70736781,12.33331028,56.76895,-41.39489248,83.79511737,-83.79511737,38.31906537,-38.31906537,0.171400724,0.172147548,0.085798048,0.163606404,0.279317058,0.127730218
344,11 Feb 2020 - 21:59:46 MST,11 Feb 2020 - 21:59:46 MST,0h 0m 0s,0h 0m 0s,1581483586,1581483586,1,2,,Text1,1,Android 10,Chrome 80.0.3987.87,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,11 Feb 2020 - 21:59:58 MST,11 Feb 2020 - 21:59:58 MST,0h 0m 0s,0h 0m 0s,1581483598,1581483598,1,2,,Text1,1,,facebookexternalhit 1.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,11 Feb 2020 - 22:10:50 MST,11 Feb 2020 - 22:21:44 MST,0h 10m 54s,0h 10m 53s,1581484250,1581484904,1,5,,Terminate1,1,Android 9,Chrome 80.0.3987.87,,412,,1,2,2,2,3,3,3,3,3,2,1,1,3,1,2,4,3,1,2,,84107,1,2,3,4,3,3,1,1,0.601788104,-22.99118656,-1.263995169,24.25518173,-54.83394538,-9.612443046,51.51466079,12.93172764,3.900128702,7.821488061,-11.72161676,34.80585194,5.868824279,2.460674835,-43.13535106,115.5731343,-115.5731343,58.88722461,-58.88722461,0.078743947,0.177247677,0.032571841,0.129902005,0.385243781,0.196290749
347,11 Feb 2020 - 22:12:57 MST,11 Feb 2020 - 22:12:57 MST,0h 0m 0s,0h 0m 0s,1581484377,1581484377,1,2,,Text1,1,,facebookexternalhit 1.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,11 Feb 2020 - 22:16:35 MST,11 Feb 2020 - 22:16:35 MST,0h 0m 0s,0h 0m 0s,1581484595,1581484595,1,2,,Text1,1,Android 9,Chrome 71.0.3578.99,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,11 Feb 2020 - 23:14:04 MST,11 Feb 2020 - 23:22:49 MST,0h 8m 45s,0h 8m 41s,1581488044,1581488569,1,5,,Terminate1,1,,Mobile 15E148,,414,,3,1,3,2,3,3,3,3,1,3,2,2,2,1,1,4,3,2,1,,84102,1,2,5,1,1,3,1,1,0.552496216,-94.36957538,16.65601306,77.71356232,11.25067137,-12.93574453,-3.453955896,5.139029057,29.7743946,-89.90575598,60.13136138,-24.28734127,-14.60898724,-3.348977015,42.24530553,47.24986519,-47.24986519,46.33047592,-46.33047592,0.28680523,0.040310693,0.250061862,0.110887745,0.157499551,0.15443492
350,12 Feb 2020 - 00:03:21 MST,12 Feb 2020 - 00:09:46 MST,0h 6m 25s,0h 6m 23s,1581491001,1581491386,1,5,,Terminate1,1,Linux,Chrome 78.0.3904.108,,1920,,2,2,3,1,1,3,3,2,3,2,1,2,2,2,1,3,1,4,2,,84102,1,2,6,2,1,2,1,1,0.514458281,-63.73863511,32.45816236,31.28047275,-81.64476511,-38.49554277,82.35902786,37.78128002,6.709240688,2.976356996,-9.685597684,19.61614138,-34.77770671,-31.39056978,46.55213511,49.40616696,-49.40616696,71.63119774,-71.63119774,0.160327996,0.273339655,0.027324731,0.135549736,0.164687223,0.238770659
351,12 Feb 2020 - 00:08:22 MST,12 Feb 2020 - 00:08:22 MST,0h 0m 0s,0h 0m 0s,1581491302,1581491302,1,2,,Text1,1,Windows 10.0,Chrome 79.0.3945.130,,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,12 Feb 2020 - 00:33:45 MST,12 Feb 2020 - 00:39:42 MST,0h 5m 57s,0h 5m 53s,1581492825,1581493182,1,5,,Terminate1,1,Android 9,Chrome 80.0.3987.87,,412,,2,1,1,2,3,1,2,1,3,3,2,1,3,3,1,4,2,1,3,,84065,1,2,3,1,2,3,1,1,0.582682616,-59.16208951,15.61846633,43.54362318,9.278652848,5.641368011,-13.89805646,-1.021964401,-10.18107489,-21.2897712,31.47084609,51.57368173,-23.61813905,17.40863278,-45.36417546,118.6044336,-118.6044336,43.60511818,-43.60511818,0.171176188,0.038627849,0.087934362,0.161563095,0.395348112,0.145350394
353,12 Feb 2020 - 03:15:36 MST,12 Feb 2020 - 03:15:41 MST,0h 0m 5s,0h 0m 4s,1581502536,1581502541,1,2,,StateofUtah_Choice1,1,Windows 10.0,Chrome 80.0.3987.100,,1366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,12 Feb 2020 - 05:02:37 MST,12 Feb 2020 - 05:04:02 MST,0h 1m 25s,0h 1m 24s,1581508957,1581509042,1,2,,StateofUtah_Choice4,1,,[FBAN FBIOS;FBDV,,414,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,12 Feb 2020 - 05:08:10 MST,12 Feb 2020 - 05:24:16 MST,0h 16m 6s,0h 16m 0s,1581509290,1581510256,1,5,,Terminate1,1,,Safari 604.1,,375,,2,3,1,1,2,1,1,1,3,2,3,3,1,3,3,2,1,4,3,,38103,2,1,5,2,1,3,1,2,0.500592649,-82.29892147,24.70505969,57.59386178,-61.12579108,39.58414239,-2.376434041,23.91808273,44.63748493,-5.507713684,-39.12977125,0.732027472,-14.77111488,11.95064326,2.088444151,100.0510386,-100.0510386,24.40309593,-24.40309593,0.233154639,0.167849889,0.139612094,0.044536264,0.333503462,0.081343653
356,12 Feb 2020 - 08:13:42 MST,12 Feb 2020 - 08:13:42 MST,0h 0m 0s,0h 0m 0s,1581520422,1581520422,1,2,,Text1,1,,[FBAN FBIOS;FBDV,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,12 Feb 2020 - 08:20:20 MST,12 Feb 2020 - 08:22:23 MST,0h 2m 3s,0h 2m 2s,1581520820,1581520943,1,2,,StateofUtah_Choice3,1,,[FBAN FBIOS;FBDV,,375,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,12 Feb 2020 - 08:54:05 MST,12 Feb 2020 - 09:02:52 MST,0h 8m 47s,0h 8m 42s,1581522845,1581523372,1,5,,Terminate1,1,,[FBAN FBIOS;FBDV,,834,,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,3,2,4,1,,84121,2,2,3,5,2,1,1,1,0.528490256,-88.06560488,-25.93555719,114.0011621,25.71948717,48.55740242,-41.17196961,-33.10491998,-13.30252948,10.90993614,2.392593348,-23.29112664,36.7813812,2.595474617,-16.08572918,68.32555741,-68.32555741,43.63388637,-43.63388637,0.336777945,0.149548953,0.040354109,0.100120846,0.227751858,0.145446288
359,12 Feb 2020 - 09:10:42 MST,12 Feb 2020 - 09:26:38 MST,0h 15m 56s,0h 15m 52s,1581523842,1581524798,1,5,,Terminate1,1,,Safari 604.1,,414,,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,4,1,2,3,,84081,2,2,3,1,2,2,2,2,0.574299653,-28.62410795,8.32952912,20.29457883,16.4547115,-11.14001959,36.7390039,-42.05369582,-15.17787881,-17.38542781,32.56330662,-6.246893859,-38.0799486,9.923562124,34.40328034,64.5891228,-64.5891228,110.3392023,-110.3392023,0.081531145,0.131321166,0.083247891,0.120805382,0.215297076,0.367797341
360,12 Feb 2020 - 09:40:28 MST,12 Feb 2020 - 09:40:28 MST,0h 0m 0s,0h 0m 0s,1581525628,1581525628,1,2,,Text1,1,,facebookexternalhit 1.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,12 Feb 2020 - 09:40:28 MST,12 Feb 2020 - 09:40:28 MST,0h 0m 0s,0h 0m 0s,1581525628,1581525628,1,2,,Text1,1,,facebookexternalhit 1.1,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
